chr	start	end	gene	strand	exon	transcript_ID
chr8	17793120	17793215	PCM1	+	3	NM_001352637
chr8	17794643	17794888	PCM1	+	4	NM_001352637
chr8	17796249	17796518	PCM1	+	5	NM_001352637
chr8	17797200	17797370	PCM1	+	6	NM_001352637
chr8	17797551	17797667	PCM1	+	7	NM_001352637
chr8	17804695	17804872	PCM1	+	8	NM_001352637
chr8	17808124	17808233	PCM1	+	9	NM_001352637
chr8	17810479	17810695	PCM1	+	10	NM_001352637
chr8	17812979	17813162	PCM1	+	11	NM_001352637
chr8	17814113	17814286	PCM1	+	12	NM_001352637
chr8	17814773	17814930	PCM1	+	13	NM_001352637
chr8	17815049	17815284	PCM1	+	14	NM_001352637
chr8	17817523	17817674	PCM1	+	15	NM_001352637
chr8	17817824	17817953	PCM1	+	16	NM_001352637
chr8	17819543	17819683	PCM1	+	17	NM_001352637
chr8	17820610	17820800	PCM1	+	18	NM_001352637
chr8	17822077	17822277	PCM1	+	19	NM_001352637
chr8	17823508	17823727	PCM1	+	20	NM_001352637
chr8	17823837	17823982	PCM1	+	21	NM_001352637
chr8	17824489	17824679	PCM1	+	22	NM_001352637
chr8	17827086	17827257	PCM1	+	23	NM_001352637
chr8	17829838	17830196	PCM1	+	24	NM_001352637
chr8	17842956	17843128	PCM1	+	25	NM_001352637
chr8	17843468	17843596	PCM1	+	26	NM_001352637
chr8	17847368	17847488	PCM1	+	27	NM_001352637
chr8	17849051	17849209	PCM1	+	28	NM_001352637
chr8	17850992	17851128	PCM1	+	29	NM_001352637
chr8	17863772	17863906	PCM1	+	30	NM_001352637
chr8	17867056	17867253	PCM1	+	31	NM_001352637
chr8	17868118	17868177	PCM1	+	32	NM_001352637
chr8	17868746	17868875	PCM1	+	33	NM_001352637
chr8	17869176	17869336	PCM1	+	34	NM_001352637
chr8	17871473	17871545	PCM1	+	35	NM_001352637
chr8	17872093	17872349	PCM1	+	36	NM_001352637
chr8	17882870	17882962	PCM1	+	37	NM_001352637
chr8	17883053	17883167	PCM1	+	38	NM_001352637
chr8	17885146	17885171	PCM1	+	39	NM_001352637
chr8	17793120	17793215	PCM1	+	3	NM_001352639
chr8	17794643	17794888	PCM1	+	4	NM_001352639
chr8	17796249	17796518	PCM1	+	5	NM_001352639
chr8	17797200	17797370	PCM1	+	6	NM_001352639
chr8	17804695	17804872	PCM1	+	7	NM_001352639
chr8	17808124	17808233	PCM1	+	8	NM_001352639
chr8	17810479	17810695	PCM1	+	9	NM_001352639
chr8	17812979	17813162	PCM1	+	10	NM_001352639
chr8	17814113	17814286	PCM1	+	11	NM_001352639
chr8	17814773	17814930	PCM1	+	12	NM_001352639
chr8	17815049	17815284	PCM1	+	13	NM_001352639
chr8	17817523	17817674	PCM1	+	14	NM_001352639
chr8	17817824	17817953	PCM1	+	15	NM_001352639
chr8	17819543	17819683	PCM1	+	16	NM_001352639
chr8	17820610	17820800	PCM1	+	17	NM_001352639
chr8	17822077	17822277	PCM1	+	18	NM_001352639
chr8	17823508	17823727	PCM1	+	19	NM_001352639
chr8	17823837	17823982	PCM1	+	20	NM_001352639
chr8	17824489	17824679	PCM1	+	21	NM_001352639
chr8	17827086	17827257	PCM1	+	22	NM_001352639
chr8	17829838	17830196	PCM1	+	23	NM_001352639
chr8	17842956	17843128	PCM1	+	24	NM_001352639
chr8	17843468	17843596	PCM1	+	25	NM_001352639
chr8	17847368	17847488	PCM1	+	26	NM_001352639
chr8	17849051	17849209	PCM1	+	27	NM_001352639
chr8	17850992	17851128	PCM1	+	28	NM_001352639
chr8	17863760	17863906	PCM1	+	29	NM_001352639
chr8	17867056	17867253	PCM1	+	30	NM_001352639
chr8	17868118	17868177	PCM1	+	31	NM_001352639
chr8	17868746	17868875	PCM1	+	32	NM_001352639
chr8	17869176	17869336	PCM1	+	33	NM_001352639
chr8	17871473	17871545	PCM1	+	34	NM_001352639
chr8	17872093	17872349	PCM1	+	35	NM_001352639
chr8	17882870	17882962	PCM1	+	36	NM_001352639
chr8	17883053	17883167	PCM1	+	37	NM_001352639
chr8	17885146	17885171	PCM1	+	38	NM_001352639
chr8	17793120	17793215	PCM1	+	3	NM_006197
chr8	17794643	17794888	PCM1	+	4	NM_006197
chr8	17796249	17796518	PCM1	+	5	NM_006197
chr8	17797200	17797370	PCM1	+	6	NM_006197
chr8	17804695	17804872	PCM1	+	7	NM_006197
chr8	17808124	17808233	PCM1	+	8	NM_006197
chr8	17810479	17810695	PCM1	+	9	NM_006197
chr8	17812979	17813162	PCM1	+	10	NM_006197
chr8	17814113	17814286	PCM1	+	11	NM_006197
chr8	17814773	17814930	PCM1	+	12	NM_006197
chr8	17815049	17815284	PCM1	+	13	NM_006197
chr8	17817523	17817674	PCM1	+	14	NM_006197
chr8	17817824	17817953	PCM1	+	15	NM_006197
chr8	17819543	17819683	PCM1	+	16	NM_006197
chr8	17820610	17820800	PCM1	+	17	NM_006197
chr8	17822077	17822277	PCM1	+	18	NM_006197
chr8	17823508	17823727	PCM1	+	19	NM_006197
chr8	17823837	17823982	PCM1	+	20	NM_006197
chr8	17824489	17824679	PCM1	+	21	NM_006197
chr8	17827086	17827257	PCM1	+	22	NM_006197
chr8	17829838	17830196	PCM1	+	23	NM_006197
chr8	17838100	17838264	PCM1	+	24	NM_006197
chr8	17842956	17843128	PCM1	+	25	NM_006197
chr8	17843468	17843596	PCM1	+	26	NM_006197
chr8	17847368	17847488	PCM1	+	27	NM_006197
chr8	17849051	17849209	PCM1	+	28	NM_006197
chr8	17850992	17851128	PCM1	+	29	NM_006197
chr8	17863772	17863906	PCM1	+	30	NM_006197
chr8	17867056	17867253	PCM1	+	31	NM_006197
chr8	17868118	17868177	PCM1	+	32	NM_006197
chr8	17868746	17868875	PCM1	+	33	NM_006197
chr8	17869176	17869336	PCM1	+	34	NM_006197
chr8	17871473	17871545	PCM1	+	35	NM_006197
chr8	17872093	17872349	PCM1	+	36	NM_006197
chr8	17882870	17882962	PCM1	+	37	NM_006197
chr8	17883053	17883167	PCM1	+	38	NM_006197
chr8	17885146	17885171	PCM1	+	39	NM_006197
chr8	17793120	17793215	PCM1	+	5	NM_001352633
chr8	17794643	17794888	PCM1	+	6	NM_001352633
chr8	17796249	17796518	PCM1	+	7	NM_001352633
chr8	17797200	17797370	PCM1	+	8	NM_001352633
chr8	17797551	17797667	PCM1	+	9	NM_001352633
chr8	17804695	17804872	PCM1	+	10	NM_001352633
chr8	17808124	17808233	PCM1	+	11	NM_001352633
chr8	17810479	17810695	PCM1	+	12	NM_001352633
chr8	17812979	17813162	PCM1	+	13	NM_001352633
chr8	17814113	17814286	PCM1	+	14	NM_001352633
chr8	17814773	17814930	PCM1	+	15	NM_001352633
chr8	17815049	17815284	PCM1	+	16	NM_001352633
chr8	17817523	17817674	PCM1	+	17	NM_001352633
chr8	17817824	17817953	PCM1	+	18	NM_001352633
chr8	17819543	17819683	PCM1	+	19	NM_001352633
chr8	17820610	17820800	PCM1	+	20	NM_001352633
chr8	17822077	17822277	PCM1	+	21	NM_001352633
chr8	17823508	17823727	PCM1	+	22	NM_001352633
chr8	17823837	17823982	PCM1	+	23	NM_001352633
chr8	17824489	17824679	PCM1	+	24	NM_001352633
chr8	17827086	17827257	PCM1	+	25	NM_001352633
chr8	17829838	17830196	PCM1	+	26	NM_001352633
chr8	17838079	17838264	PCM1	+	27	NM_001352633
chr8	17842956	17843128	PCM1	+	28	NM_001352633
chr8	17843468	17843596	PCM1	+	29	NM_001352633
chr8	17847368	17847488	PCM1	+	30	NM_001352633
chr8	17849051	17849185	PCM1	+	31	NM_001352633
chr8	17850992	17851128	PCM1	+	32	NM_001352633
chr8	17863772	17863906	PCM1	+	33	NM_001352633
chr8	17867056	17867253	PCM1	+	34	NM_001352633
chr8	17868118	17868177	PCM1	+	35	NM_001352633
chr8	17868746	17868875	PCM1	+	36	NM_001352633
chr8	17869176	17869336	PCM1	+	37	NM_001352633
chr8	17871473	17871545	PCM1	+	38	NM_001352633
chr8	17872093	17872349	PCM1	+	39	NM_001352633
chr8	17882870	17882962	PCM1	+	40	NM_001352633
chr8	17883053	17883167	PCM1	+	41	NM_001352633
chr8	17885146	17885171	PCM1	+	42	NM_001352633
chr8	17793120	17793215	PCM1	+	5	NM_001352650
chr8	17794643	17794888	PCM1	+	6	NM_001352650
chr8	17796249	17796518	PCM1	+	7	NM_001352650
chr8	17797200	17797370	PCM1	+	8	NM_001352650
chr8	17797551	17797667	PCM1	+	9	NM_001352650
chr8	17804695	17804872	PCM1	+	10	NM_001352650
chr8	17808124	17808233	PCM1	+	11	NM_001352650
chr8	17810479	17810695	PCM1	+	12	NM_001352650
chr8	17812979	17813162	PCM1	+	13	NM_001352650
chr8	17814113	17814286	PCM1	+	14	NM_001352650
chr8	17814773	17814930	PCM1	+	15	NM_001352650
chr8	17815049	17815284	PCM1	+	16	NM_001352650
chr8	17817523	17817674	PCM1	+	17	NM_001352650
chr8	17817824	17817953	PCM1	+	18	NM_001352650
chr8	17819543	17819683	PCM1	+	19	NM_001352650
chr8	17820610	17820800	PCM1	+	20	NM_001352650
chr8	17822077	17822277	PCM1	+	21	NM_001352650
chr8	17823508	17823727	PCM1	+	22	NM_001352650
chr8	17823837	17823982	PCM1	+	23	NM_001352650
chr8	17824489	17824679	PCM1	+	24	NM_001352650
chr8	17827086	17827257	PCM1	+	25	NM_001352650
chr8	17829838	17830196	PCM1	+	26	NM_001352650
chr8	17838100	17838264	PCM1	+	27	NM_001352650
chr8	17842956	17843128	PCM1	+	28	NM_001352650
chr8	17843468	17843596	PCM1	+	29	NM_001352650
chr8	17847368	17847488	PCM1	+	30	NM_001352650
chr8	17849051	17849209	PCM1	+	31	NM_001352650
chr8	17850992	17851128	PCM1	+	32	NM_001352650
chr8	17863772	17863906	PCM1	+	33	NM_001352650
chr8	17867056	17867253	PCM1	+	34	NM_001352650
chr8	17868118	17868177	PCM1	+	35	NM_001352650
chr8	17868746	17868875	PCM1	+	36	NM_001352650
chr8	17869176	17869336	PCM1	+	37	NM_001352650
chr8	17871473	17871545	PCM1	+	38	NM_001352650
chr8	17872093	17872349	PCM1	+	39	NM_001352650
chr8	17882870	17882962	PCM1	+	40	NM_001352650
chr8	17883053	17883167	PCM1	+	41	NM_001352650
chr8	17885146	17885171	PCM1	+	42	NM_001352650
chr8	17793120	17793215	PCM1	+	3	NM_001352649
chr8	17794643	17794888	PCM1	+	4	NM_001352649
chr8	17796249	17796518	PCM1	+	5	NM_001352649
chr8	17797200	17797370	PCM1	+	6	NM_001352649
chr8	17804695	17804872	PCM1	+	7	NM_001352649
chr8	17808124	17808233	PCM1	+	8	NM_001352649
chr8	17810479	17810695	PCM1	+	9	NM_001352649
chr8	17812979	17813162	PCM1	+	10	NM_001352649
chr8	17814113	17814286	PCM1	+	11	NM_001352649
chr8	17814773	17814930	PCM1	+	12	NM_001352649
chr8	17815046	17815284	PCM1	+	13	NM_001352649
chr8	17817523	17817674	PCM1	+	14	NM_001352649
chr8	17817824	17817953	PCM1	+	15	NM_001352649
chr8	17819543	17819683	PCM1	+	16	NM_001352649
chr8	17820610	17820800	PCM1	+	17	NM_001352649
chr8	17822077	17822277	PCM1	+	18	NM_001352649
chr8	17823508	17823727	PCM1	+	19	NM_001352649
chr8	17823837	17823982	PCM1	+	20	NM_001352649
chr8	17824489	17824679	PCM1	+	21	NM_001352649
chr8	17827086	17827257	PCM1	+	22	NM_001352649
chr8	17829838	17830196	PCM1	+	23	NM_001352649
chr8	17842956	17843128	PCM1	+	24	NM_001352649
chr8	17843468	17843596	PCM1	+	25	NM_001352649
chr8	17847368	17847488	PCM1	+	26	NM_001352649
chr8	17849051	17849185	PCM1	+	27	NM_001352649
chr8	17850992	17851128	PCM1	+	28	NM_001352649
chr8	17863772	17863906	PCM1	+	29	NM_001352649
chr8	17867056	17867253	PCM1	+	30	NM_001352649
chr8	17868118	17868177	PCM1	+	31	NM_001352649
chr8	17868746	17868875	PCM1	+	32	NM_001352649
chr8	17869176	17869336	PCM1	+	33	NM_001352649
chr8	17871473	17871545	PCM1	+	34	NM_001352649
chr8	17872093	17872349	PCM1	+	35	NM_001352649
chr8	17882870	17882962	PCM1	+	36	NM_001352649
chr8	17883053	17883167	PCM1	+	37	NM_001352649
chr8	17885146	17885171	PCM1	+	38	NM_001352649
chr8	17793120	17793215	PCM1	+	3	NM_001352640
chr8	17794643	17794888	PCM1	+	4	NM_001352640
chr8	17796249	17796518	PCM1	+	5	NM_001352640
chr8	17797200	17797370	PCM1	+	6	NM_001352640
chr8	17804695	17804872	PCM1	+	7	NM_001352640
chr8	17808124	17808233	PCM1	+	8	NM_001352640
chr8	17810479	17810695	PCM1	+	9	NM_001352640
chr8	17812979	17813162	PCM1	+	10	NM_001352640
chr8	17814113	17814286	PCM1	+	11	NM_001352640
chr8	17814773	17814930	PCM1	+	12	NM_001352640
chr8	17815046	17815284	PCM1	+	13	NM_001352640
chr8	17817523	17817674	PCM1	+	14	NM_001352640
chr8	17817824	17817953	PCM1	+	15	NM_001352640
chr8	17819543	17819683	PCM1	+	16	NM_001352640
chr8	17820610	17820800	PCM1	+	17	NM_001352640
chr8	17822077	17822277	PCM1	+	18	NM_001352640
chr8	17823508	17823727	PCM1	+	19	NM_001352640
chr8	17823837	17823982	PCM1	+	20	NM_001352640
chr8	17824489	17824679	PCM1	+	21	NM_001352640
chr8	17827086	17827257	PCM1	+	22	NM_001352640
chr8	17829838	17830196	PCM1	+	23	NM_001352640
chr8	17842956	17843128	PCM1	+	24	NM_001352640
chr8	17843468	17843596	PCM1	+	25	NM_001352640
chr8	17847368	17847488	PCM1	+	26	NM_001352640
chr8	17849051	17849209	PCM1	+	27	NM_001352640
chr8	17850992	17851128	PCM1	+	28	NM_001352640
chr8	17863772	17863906	PCM1	+	29	NM_001352640
chr8	17867056	17867253	PCM1	+	30	NM_001352640
chr8	17868118	17868177	PCM1	+	31	NM_001352640
chr8	17868746	17868875	PCM1	+	32	NM_001352640
chr8	17869176	17869336	PCM1	+	33	NM_001352640
chr8	17871473	17871545	PCM1	+	34	NM_001352640
chr8	17872093	17872349	PCM1	+	35	NM_001352640
chr8	17882870	17882962	PCM1	+	36	NM_001352640
chr8	17883053	17883167	PCM1	+	37	NM_001352640
chr8	17885146	17885171	PCM1	+	38	NM_001352640
chr8	17793120	17793215	PCM1	+	3	NM_001352658
chr8	17794643	17794888	PCM1	+	4	NM_001352658
chr8	17796249	17796518	PCM1	+	5	NM_001352658
chr8	17797200	17797370	PCM1	+	6	NM_001352658
chr8	17804695	17804872	PCM1	+	7	NM_001352658
chr8	17808124	17808233	PCM1	+	8	NM_001352658
chr8	17810479	17810695	PCM1	+	9	NM_001352658
chr8	17812979	17813162	PCM1	+	10	NM_001352658
chr8	17814113	17814286	PCM1	+	11	NM_001352658
chr8	17814773	17814930	PCM1	+	12	NM_001352658
chr8	17815049	17815284	PCM1	+	13	NM_001352658
chr8	17817523	17817674	PCM1	+	14	NM_001352658
chr8	17817824	17817953	PCM1	+	15	NM_001352658
chr8	17819543	17819683	PCM1	+	16	NM_001352658
chr8	17820610	17820800	PCM1	+	17	NM_001352658
chr8	17822077	17822277	PCM1	+	18	NM_001352658
chr8	17823508	17823727	PCM1	+	19	NM_001352658
chr8	17823837	17823982	PCM1	+	20	NM_001352658
chr8	17824489	17824679	PCM1	+	21	NM_001352658
chr8	17827086	17827257	PCM1	+	22	NM_001352658
chr8	17829838	17830196	PCM1	+	23	NM_001352658
chr8	17838100	17838264	PCM1	+	24	NM_001352658
chr8	17842956	17843128	PCM1	+	25	NM_001352658
chr8	17843468	17843596	PCM1	+	26	NM_001352658
chr8	17846461	17846481	PCM1	+	27	NM_001352658
chr8	17793120	17793215	PCM1	+	3	NM_001352646
chr8	17794643	17794888	PCM1	+	4	NM_001352646
chr8	17796249	17796518	PCM1	+	5	NM_001352646
chr8	17797200	17797370	PCM1	+	6	NM_001352646
chr8	17804695	17804872	PCM1	+	7	NM_001352646
chr8	17808124	17808233	PCM1	+	8	NM_001352646
chr8	17810479	17810695	PCM1	+	9	NM_001352646
chr8	17812979	17813162	PCM1	+	10	NM_001352646
chr8	17814113	17814286	PCM1	+	11	NM_001352646
chr8	17814773	17814930	PCM1	+	12	NM_001352646
chr8	17815049	17815284	PCM1	+	13	NM_001352646
chr8	17817523	17817674	PCM1	+	14	NM_001352646
chr8	17817824	17817953	PCM1	+	15	NM_001352646
chr8	17819543	17819683	PCM1	+	16	NM_001352646
chr8	17820610	17820800	PCM1	+	17	NM_001352646
chr8	17822077	17822277	PCM1	+	18	NM_001352646
chr8	17823508	17823727	PCM1	+	19	NM_001352646
chr8	17823837	17823982	PCM1	+	20	NM_001352646
chr8	17824489	17824679	PCM1	+	21	NM_001352646
chr8	17827086	17827257	PCM1	+	22	NM_001352646
chr8	17829838	17830196	PCM1	+	23	NM_001352646
chr8	17842956	17843128	PCM1	+	24	NM_001352646
chr8	17843468	17843596	PCM1	+	25	NM_001352646
chr8	17847368	17847488	PCM1	+	26	NM_001352646
chr8	17849051	17849185	PCM1	+	27	NM_001352646
chr8	17850992	17851128	PCM1	+	28	NM_001352646
chr8	17863772	17863906	PCM1	+	29	NM_001352646
chr8	17867056	17867253	PCM1	+	30	NM_001352646
chr8	17868118	17868177	PCM1	+	31	NM_001352646
chr8	17868746	17868875	PCM1	+	32	NM_001352646
chr8	17869176	17869336	PCM1	+	33	NM_001352646
chr8	17871473	17871545	PCM1	+	34	NM_001352646
chr8	17872093	17872349	PCM1	+	35	NM_001352646
chr8	17882870	17882962	PCM1	+	36	NM_001352646
chr8	17883053	17883167	PCM1	+	37	NM_001352646
chr8	17885146	17885171	PCM1	+	38	NM_001352646
chr8	17793120	17793215	PCM1	+	3	NM_001352659
chr8	17794643	17794888	PCM1	+	4	NM_001352659
chr8	17796249	17796518	PCM1	+	5	NM_001352659
chr8	17797200	17797370	PCM1	+	6	NM_001352659
chr8	17797551	17797667	PCM1	+	7	NM_001352659
chr8	17804695	17804872	PCM1	+	8	NM_001352659
chr8	17808124	17808233	PCM1	+	9	NM_001352659
chr8	17810479	17810695	PCM1	+	10	NM_001352659
chr8	17812979	17813166	PCM1	+	11	NM_001352659
chr8	17793120	17793215	PCM1	+	3	NM_001315508
chr8	17794643	17794888	PCM1	+	4	NM_001315508
chr8	17796249	17796518	PCM1	+	5	NM_001315508
chr8	17797200	17797370	PCM1	+	6	NM_001315508
chr8	17804695	17804872	PCM1	+	7	NM_001315508
chr8	17808124	17808233	PCM1	+	8	NM_001315508
chr8	17810479	17810695	PCM1	+	9	NM_001315508
chr8	17812979	17813162	PCM1	+	10	NM_001315508
chr8	17814113	17814286	PCM1	+	11	NM_001315508
chr8	17814773	17814930	PCM1	+	12	NM_001315508
chr8	17815046	17815284	PCM1	+	13	NM_001315508
chr8	17817523	17817674	PCM1	+	14	NM_001315508
chr8	17817824	17817953	PCM1	+	15	NM_001315508
chr8	17819543	17819683	PCM1	+	16	NM_001315508
chr8	17820610	17820800	PCM1	+	17	NM_001315508
chr8	17822077	17822277	PCM1	+	18	NM_001315508
chr8	17823508	17823727	PCM1	+	19	NM_001315508
chr8	17823837	17823982	PCM1	+	20	NM_001315508
chr8	17824489	17824679	PCM1	+	21	NM_001315508
chr8	17827086	17827257	PCM1	+	22	NM_001315508
chr8	17829838	17830196	PCM1	+	23	NM_001315508
chr8	17842956	17843128	PCM1	+	24	NM_001315508
chr8	17843468	17843596	PCM1	+	25	NM_001315508
chr8	17847368	17847488	PCM1	+	26	NM_001315508
chr8	17849051	17849209	PCM1	+	27	NM_001315508
chr8	17850992	17851128	PCM1	+	28	NM_001315508
chr8	17863772	17863906	PCM1	+	29	NM_001315508
chr8	17867056	17867253	PCM1	+	30	NM_001315508
chr8	17868118	17868177	PCM1	+	31	NM_001315508
chr8	17868746	17868875	PCM1	+	32	NM_001315508
chr8	17869176	17869336	PCM1	+	33	NM_001315508
chr8	17882870	17882962	PCM1	+	34	NM_001315508
chr8	17883053	17883167	PCM1	+	35	NM_001315508
chr8	17885146	17885171	PCM1	+	36	NM_001315508
chr8	17793120	17793215	PCM1	+	3	NM_001352654
chr8	17794643	17794888	PCM1	+	4	NM_001352654
chr8	17796249	17796518	PCM1	+	5	NM_001352654
chr8	17797200	17797370	PCM1	+	6	NM_001352654
chr8	17804695	17804872	PCM1	+	7	NM_001352654
chr8	17808124	17808233	PCM1	+	8	NM_001352654
chr8	17810479	17810695	PCM1	+	9	NM_001352654
chr8	17812979	17813162	PCM1	+	10	NM_001352654
chr8	17814113	17814286	PCM1	+	11	NM_001352654
chr8	17814773	17814930	PCM1	+	12	NM_001352654
chr8	17815049	17815284	PCM1	+	13	NM_001352654
chr8	17817523	17817674	PCM1	+	14	NM_001352654
chr8	17817824	17817953	PCM1	+	15	NM_001352654
chr8	17819543	17819683	PCM1	+	16	NM_001352654
chr8	17820610	17820800	PCM1	+	17	NM_001352654
chr8	17822077	17822277	PCM1	+	18	NM_001352654
chr8	17823508	17823727	PCM1	+	19	NM_001352654
chr8	17823837	17823982	PCM1	+	20	NM_001352654
chr8	17824489	17824679	PCM1	+	21	NM_001352654
chr8	17827086	17827257	PCM1	+	22	NM_001352654
chr8	17829838	17830196	PCM1	+	23	NM_001352654
chr8	17842956	17843128	PCM1	+	24	NM_001352654
chr8	17843468	17843596	PCM1	+	25	NM_001352654
chr8	17846461	17846481	PCM1	+	26	NM_001352654
chr8	17793120	17793215	PCM1	+	5	NM_001352657
chr8	17794643	17794888	PCM1	+	6	NM_001352657
chr8	17796249	17796518	PCM1	+	7	NM_001352657
chr8	17797200	17797370	PCM1	+	8	NM_001352657
chr8	17804695	17804872	PCM1	+	9	NM_001352657
chr8	17808124	17808233	PCM1	+	10	NM_001352657
chr8	17810479	17810695	PCM1	+	11	NM_001352657
chr8	17812979	17813162	PCM1	+	12	NM_001352657
chr8	17814113	17814286	PCM1	+	13	NM_001352657
chr8	17814773	17814930	PCM1	+	14	NM_001352657
chr8	17815049	17815284	PCM1	+	15	NM_001352657
chr8	17817523	17817674	PCM1	+	16	NM_001352657
chr8	17817824	17817953	PCM1	+	17	NM_001352657
chr8	17819543	17819683	PCM1	+	18	NM_001352657
chr8	17820610	17820800	PCM1	+	19	NM_001352657
chr8	17822077	17822277	PCM1	+	20	NM_001352657
chr8	17823508	17823727	PCM1	+	21	NM_001352657
chr8	17823837	17823982	PCM1	+	22	NM_001352657
chr8	17824489	17824679	PCM1	+	23	NM_001352657
chr8	17827086	17827257	PCM1	+	24	NM_001352657
chr8	17829838	17830196	PCM1	+	25	NM_001352657
chr8	17838100	17838264	PCM1	+	26	NM_001352657
chr8	17842956	17843128	PCM1	+	27	NM_001352657
chr8	17843468	17843596	PCM1	+	28	NM_001352657
chr8	17846461	17846481	PCM1	+	29	NM_001352657
chr8	17793120	17793215	PCM1	+	3	NM_001315507
chr8	17794643	17794888	PCM1	+	4	NM_001315507
chr8	17796249	17796518	PCM1	+	5	NM_001315507
chr8	17797200	17797370	PCM1	+	6	NM_001315507
chr8	17804695	17804872	PCM1	+	7	NM_001315507
chr8	17808124	17808233	PCM1	+	8	NM_001315507
chr8	17810479	17810695	PCM1	+	9	NM_001315507
chr8	17812979	17813162	PCM1	+	10	NM_001315507
chr8	17814113	17814286	PCM1	+	11	NM_001315507
chr8	17814773	17814930	PCM1	+	12	NM_001315507
chr8	17815049	17815284	PCM1	+	13	NM_001315507
chr8	17817523	17817674	PCM1	+	14	NM_001315507
chr8	17817824	17817953	PCM1	+	15	NM_001315507
chr8	17819543	17819683	PCM1	+	16	NM_001315507
chr8	17820610	17820800	PCM1	+	17	NM_001315507
chr8	17822077	17822277	PCM1	+	18	NM_001315507
chr8	17823508	17823727	PCM1	+	19	NM_001315507
chr8	17823837	17823982	PCM1	+	20	NM_001315507
chr8	17824489	17824679	PCM1	+	21	NM_001315507
chr8	17827086	17827257	PCM1	+	22	NM_001315507
chr8	17829838	17830196	PCM1	+	23	NM_001315507
chr8	17838100	17838264	PCM1	+	24	NM_001315507
chr8	17842956	17843128	PCM1	+	25	NM_001315507
chr8	17843468	17843596	PCM1	+	26	NM_001315507
chr8	17847368	17847488	PCM1	+	27	NM_001315507
chr8	17849051	17849185	PCM1	+	28	NM_001315507
chr8	17850992	17851128	PCM1	+	29	NM_001315507
chr8	17863772	17863906	PCM1	+	30	NM_001315507
chr8	17867056	17867253	PCM1	+	31	NM_001315507
chr8	17868118	17868177	PCM1	+	32	NM_001315507
chr8	17868746	17868875	PCM1	+	33	NM_001315507
chr8	17869176	17869336	PCM1	+	34	NM_001315507
chr8	17871473	17871545	PCM1	+	35	NM_001315507
chr8	17872093	17872349	PCM1	+	36	NM_001315507
chr8	17882870	17882962	PCM1	+	37	NM_001315507
chr8	17883053	17883167	PCM1	+	38	NM_001315507
chr8	17885146	17885171	PCM1	+	39	NM_001315507
chr8	17793120	17793215	PCM1	+	3	NM_001352636
chr8	17794643	17794888	PCM1	+	4	NM_001352636
chr8	17796249	17796518	PCM1	+	5	NM_001352636
chr8	17797200	17797370	PCM1	+	6	NM_001352636
chr8	17797551	17797667	PCM1	+	7	NM_001352636
chr8	17804695	17804872	PCM1	+	8	NM_001352636
chr8	17808124	17808233	PCM1	+	9	NM_001352636
chr8	17810479	17810695	PCM1	+	10	NM_001352636
chr8	17812979	17813162	PCM1	+	11	NM_001352636
chr8	17814113	17814286	PCM1	+	12	NM_001352636
chr8	17814773	17814930	PCM1	+	13	NM_001352636
chr8	17815046	17815284	PCM1	+	14	NM_001352636
chr8	17817523	17817674	PCM1	+	15	NM_001352636
chr8	17817824	17817953	PCM1	+	16	NM_001352636
chr8	17819543	17819683	PCM1	+	17	NM_001352636
chr8	17820610	17820800	PCM1	+	18	NM_001352636
chr8	17822077	17822277	PCM1	+	19	NM_001352636
chr8	17823508	17823727	PCM1	+	20	NM_001352636
chr8	17823837	17823982	PCM1	+	21	NM_001352636
chr8	17824489	17824679	PCM1	+	22	NM_001352636
chr8	17827086	17827257	PCM1	+	23	NM_001352636
chr8	17829838	17830196	PCM1	+	24	NM_001352636
chr8	17842956	17843128	PCM1	+	25	NM_001352636
chr8	17843468	17843596	PCM1	+	26	NM_001352636
chr8	17847368	17847488	PCM1	+	27	NM_001352636
chr8	17849051	17849209	PCM1	+	28	NM_001352636
chr8	17850992	17851128	PCM1	+	29	NM_001352636
chr8	17863772	17863906	PCM1	+	30	NM_001352636
chr8	17867056	17867253	PCM1	+	31	NM_001352636
chr8	17868118	17868177	PCM1	+	32	NM_001352636
chr8	17868746	17868875	PCM1	+	33	NM_001352636
chr8	17869176	17869336	PCM1	+	34	NM_001352636
chr8	17871473	17871545	PCM1	+	35	NM_001352636
chr8	17872093	17872349	PCM1	+	36	NM_001352636
chr8	17882870	17882962	PCM1	+	37	NM_001352636
chr8	17883053	17883167	PCM1	+	38	NM_001352636
chr8	17885146	17885171	PCM1	+	39	NM_001352636
chr8	17793120	17793215	PCM1	+	4	NM_001352638
chr8	17794643	17794888	PCM1	+	5	NM_001352638
chr8	17796249	17796518	PCM1	+	6	NM_001352638
chr8	17797200	17797370	PCM1	+	7	NM_001352638
chr8	17797551	17797667	PCM1	+	8	NM_001352638
